"",".id","fluorimeter","substrate","when","treatment","site","volume","rep","slope","int","slope.se","int.se","pval","rsq","n"
"15","fifteen","MXS","Arg-AP","PEEC2015","live","VP",NA,"2",7347.23469566743,3583.96404139625,407.340207600716,373.121766675679,9.62217998154174e-06,0.984863935363293,7
"16","fifteen","MXS","Arg-AP","PEEC2015","live","VP",NA,"3",7828.49626400996,3347.72429283045,215.647771982432,197.961649295089,2.9861567626222e-07,0.996220288603357,7
"17","fifteen","MXS","Gly-AP","PEEC2015","killed","DR",NA,"4",323.652622754098,1881.35467591603,47.3668940535233,147.427211971477,0.00239956606132826,0.921086389992629,6
"18","fifteen","MXS","Gly-AP","PEEC2015","killed","LL",NA,"4",270.104650713762,2017.96635215673,161.419907790042,175.442330819707,0.145293845391243,0.318177773480426,8
"19","fifteen","MXS","Gly-AP","PEEC2015","killed","PP",NA,"4",241.630653266332,3471.50695142378,18.9325927531564,71.0970246090415,5.25343544736786e-05,0.970217893352916,7
"20","fifteen","MXS","Gly-AP","PEEC2015","killed","VP",NA,"4",191.59090909091,3442.92045454545,33.4150755815937,31.1411966034312,0.00225987816643807,0.867986571562118,7
"21","fifteen","MXS","Gly-AP","PEEC2015","live","DR",NA,"1",1524.27317526423,-944.894539481326,67.0454314171283,208.265445268845,2.21715435742371e-05,0.992320644309758,6
"22","fifteen","MXS","Gly-AP","PEEC2015","live","DR",NA,"2",1730.78296319432,-651.516052142753,55.713976488257,173.407110295787,6.39798576777578e-06,0.995872313169642,6
"23","fifteen","MXS","Gly-AP","PEEC2015","live","DR",NA,"3",1286.34228132757,-467.311426363982,41.4371141163428,128.971053061098,6.41629949403209e-06,0.995866413880739,6
"24","fifteen","MXS","Gly-AP","PEEC2015","live","LL",NA,"1",938.034046086776,2171.8943585219,9.66420753902454,10.3389582477996,8.0586786347868e-11,0.999363541567575,8
"25","fifteen","MXS","Gly-AP","PEEC2015","live","LL",NA,"2",959.654605263158,2353.31373355263,6.21211030550122,6.69885363030174,4.96320741509524e-12,0.999748643287456,8
"26","fifteen","MXS","Gly-AP","PEEC2015","live","LL",NA,"3",953.549907767986,2290.66258454601,8.59247069369875,9.33024112827834,3.60907810351434e-11,0.999513044832231,8
"27","fifteen","MXS","Gly-AP","PEEC2015","live","PP",NA,"1",1718.21776792066,-428.769720048536,29.5523639744246,110.699179047465,2.84772766899162e-08,0.998523082774403,7
"28","fifteen","MXS","Gly-AP","PEEC2015","live","PP",NA,"2",1676.72218270076,-213.840858685182,61.4955299306846,230.353980625948,1.24158722773964e-06,0.993319272727425,7
"29","fifteen","MXS","Gly-AP","PEEC2015","live","PP",NA,"3",1644.99243188698,-126.483812647159,48.9302309018959,183.393069574921,4.37786656999962e-07,0.995595671274024,7
"30","fifteen","MXS","Gly-AP","PEEC2015","live","VP",NA,"1",2357.7447483155,3567.79812392654,264.476174837193,245.253797255091,0.000295743707000297,0.940809599051268,7
"31","fifteen","MXS","Gly-AP","PEEC2015","live","VP",NA,"2",1785.9268314367,3618.67125266714,124.790883956906,115.80904382039,3.00223925114436e-05,0.976169474189131,7
"32","fifteen","MXS","Gly-AP","PEEC2015","live","VP",NA,"3",1510.33507436261,3659.78594192635,558.993252779211,520.20374206026,0.0426878530273627,0.593501836971676,7
"33","fifteen","MXS","Leu-AP","PEEC2015","killed","DR",NA,"4",130.806963325826,4084.84207584699,32.2791935678741,100.992319939001,0.0154456148338924,0.80412928993787,6
"34","fifteen","MXS","Leu-AP","PEEC2015","killed","LL",NA,"4",607.872576389155,4378.44525603273,393.41849673878,436.525405469754,0.173274913813018,0.284636729415513,8
"35","fifteen","MXS","Leu-AP","PEEC2015","killed","PP",NA,"4",154.514360526963,3952.41060469683,25.0718443105658,94.6457181082862,0.00163707997406755,0.883669229700719,7
"36","fifteen","MXS","Leu-AP","PEEC2015","killed","VP",NA,"4",93.8629803355592,3462.54327530218,71.4776726816999,67.6285467554646,0.246155478562529,0.256443564692822,7
"37","fifteen","MXS","Leu-AP","PEEC2015","live","DR",NA,"1",9101.46111599662,-14984.1745673564,146.296129225601,456.823615935255,3.998438591845e-07,0.998967583772762,6
"38","fifteen","MXS","Leu-AP","PEEC2015","live","DR",NA,"2",9151.67518678726,-15297.1093197012,239.5824198741,748.99403676583,2.80534950535459e-06,0.997266118069637,6
"39","fifteen","MXS","Leu-AP","PEEC2015","live","DR",NA,"3",8907.33351963573,-13974.2764946657,120.205967694032,376.089926856632,1.98763851723434e-07,0.999272051991311,6
"40","fifteen","MXS","Leu-AP","PEEC2015","live","LL",NA,"1",7973.40049342106,6246.85454358552,141.173668417891,154.222316530006,2.06929385011261e-09,0.998122606175121,8
"41","fifteen","MXS","Leu-AP","PEEC2015","live","LL",NA,"2",8886.81426750936,5848.75082060062,398.0737239904,438.276729600154,5.28400884607309e-07,0.988104331052732,8
"42","fifteen","MXS","Leu-AP","PEEC2015","live","LL",NA,"3",1977.00965991456,11540.6846737053,3447.61001786525,3809.79756562553,0.58717829954927,0.0519585916701917,8
"43","fifteen","MXS","Leu-AP","PEEC2015","live","PP",NA,"1",7334.34657069925,-16176.6009122484,30.1260164125757,113.345254364854,2.21884395409837e-11,0.9999156482824,7
"44","fifteen","MXS","Leu-AP","PEEC2015","live","PP",NA,"2",7029.09151776373,-15293.0195840482,79.3071419954259,298.38290132076,3.46559021404345e-09,0.999363908095376,7
"45","fifteen","MXS","Leu-AP","PEEC2015","live","PP",NA,"3",6663.48385469223,-13952.704086781,87.9035706781962,330.918181601206,7.56868226960527e-09,0.999130634076773,7
"46","fifteen","MXS","Leu-AP","PEEC2015","live","VP",NA,"1",13037.8431551143,4411.32398214774,321.028947501117,300.090731295826,1.70678598860832e-07,0.996977736334534,7
"47","fifteen","MXS","Leu-AP","PEEC2015","live","VP",NA,"2",12903.1338526912,4102.64323654391,298.089135694271,281.586375263654,1.24187640327013e-07,0.997338573289907,7
"48","fifteen","MXS","Leu-AP","PEEC2015","live","VP",NA,"3",12371.5255292653,5512.20814801637,612.231795581219,579.172778430672,5.48830850484749e-06,0.987903223507035,7
"49","fifteen","MXS","Pyr-AP","PEEC2015","killed","DR",NA,"4",417.504643861062,3754.32602370424,500.871932207628,1575.23065092561,0.451413059062329,0.147996259817552,6
"50","fifteen","MXS","Pyr-AP","PEEC2015","killed","LL",NA,"4",2034.80821935434,3704.38290508112,1065.10386665829,1199.24407492565,0.104645258947946,0.378222194000634,8
"51","fifteen","MXS","Pyr-AP","PEEC2015","killed","PP",NA,"4",109.521863000126,4159.5107147281,67.2490457045848,255.109893383964,0.164326267808361,0.34660519431614,7
"52","fifteen","MXS","Pyr-AP","PEEC2015","killed","VP",NA,"4",52.8707378675813,4012.55349088941,301.263259432953,289.310344193948,0.867575191309436,0.00612211417995304,7
"53","fifteen","MXS","Pyr-AP","PEEC2015","live","DR",NA,"1",806.335927259453,2445.30964509118,103.471480233407,324.782681708095,0.00146263676745435,0.938203171027258,6
"54","fifteen","MXS","Pyr-AP","PEEC2015","live","DR",NA,"2",961.33545937238,2013.234214982,175.090859970797,550.656708007731,0.00536148483177609,0.882854370460764,6
"55","fifteen","MXS","Pyr-AP","PEEC2015","live","DR",NA,"3",1177.71439843506,860.237749247941,141.130029913234,443.850682360094,0.00112718516454123,0.945679605855045,6
"56","fifteen","MXS","Pyr-AP","PEEC2015","live","LL",NA,"1",-4.71038477451321,6793.59986553579,135.770519501159,151.077540247206,0.973449364331301,0.000200568831583692,8
"57","fifteen","MXS","Pyr-AP","PEEC2015","live","LL",NA,"2",-192.447719371075,7176.8771988999,95.4013831687751,106.448451226834,0.09024448794978,0.404127435202269,8
"58","fifteen","MXS","Pyr-AP","PEEC2015","live","LL",NA,"3",-374.246250579808,6551.96201618306,252.565037856512,283.870506476332,0.188908907489319,0.267906726897543,8
"59","fifteen","MXS","Pyr-AP","PEEC2015","live","PP",NA,"1",241.144913587479,3977.14332342972,46.6548015101144,176.302813490746,0.00355873072403033,0.842348443639789,7
"60","fifteen","MXS","Pyr-AP","PEEC2015","live","PP",NA,"2",289.73092856844,3589.57852450098,59.068551500603,223.212863013074,0.00445509752316841,0.82793610434209,7
"61","fifteen","MXS","Pyr-AP","PEEC2015","live","PP",NA,"3",310.502018163472,3519.38172721157,42.8348393289355,161.961400809964,0.000780285288543367,0.9131120577705,7
"62","fifteen","MXS","Pyr-AP","PEEC2015","live","VP",NA,"1",395.547435376912,4017.24992105382,20.5141060195558,19.4502314387583,6.92052491604335e-06,0.986729835403213,7
"63","fifteen","MXS","Pyr-AP","PEEC2015","live","VP",NA,"2",280.351009206799,3923.14274964589,78.2691441623864,75.040737350784,0.0158432809882002,0.719572089263257,7
"64","fifteen","MXS","Pyr-AP","PEEC2015","live","VP",NA,"3",412.742695570218,3967.49822718908,41.6265596341825,39.9173203203687,0.000178056547405013,0.951604101784562,7
"65","fifteen","MXS","Trypsin","PEEC2015","killed","DR",NA,"4",557.697009966776,4519.6692358804,61.3652236248054,194.109568437708,0.00081279602690669,0.953807777243621,6
"66","fifteen","MXS","Trypsin","PEEC2015","killed","LL",NA,"4",-20.4620427151604,5271.41652569253,15.2144111083366,17.4256858395735,0.227260477882568,0.231634926790575,8
"67","fifteen","MXS","Trypsin","PEEC2015","killed","PP",NA,"4",174.160782856438,5102.17895041082,14.3726650073725,54.7600991798784,6.7617577850845e-05,0.96706926269487,7
"68","fifteen","MXS","Trypsin","PEEC2015","killed","VP",NA,"4",112.092365692743,1886.58969525605,23.3614993295793,22.7347540306305,0.00489155221952017,0.821571331400551,7
"69","fifteen","MXS","Trypsin","PEEC2015","live","DR",NA,"1",9394.49634140271,-15586.1012294878,437.485201862368,1380.32377995141,2.78136458014836e-05,0.991400192661787,6
"70","fifteen","MXS","Trypsin","PEEC2015","live","DR",NA,"2",10003.3037989249,-17408.1403350155,434.838610190323,1374.63153854483,2.11562448466797e-05,0.992498311115418,6
"71","fifteen","MXS","Trypsin","PEEC2015","live","DR",NA,"3",9999.96909572107,-17027.3490704059,368.600536073017,1165.23673412701,1.09763240108178e-05,0.994594688382394,6
"72","fifteen","MXS","Trypsin","PEEC2015","live","LL",NA,"1",2354.64791710721,6256.46828082047,40.6703705854818,45.9957937571891,1.7839300061113e-09,0.998213188011373,8
"73","fifteen","MXS","Trypsin","PEEC2015","live","LL",NA,"2",2442.39161877956,6252.60159232764,85.3059624703473,97.418211878955,1.20219124828521e-07,0.992733718875409,8
"74","fifteen","MXS","Trypsin","PEEC2015","live","LL",NA,"3",501.566899797374,7612.65775540885,1090.08935437095,1248.27593800755,0.661635890819909,0.0340818086891202,8
"75","fifteen","MXS","Trypsin","PEEC2015","live","PP",NA,"1",11801.789345943,-28261.9651839143,39.6505520348238,150.489178440933,8.12378158241843e-12,0.999943565035842,7
"76","fifteen","MXS","Trypsin","PEEC2015","live","PP",NA,"2",12377.8378039084,-29715.7759342177,114.648315914513,435.134695135104,1.29276386115225e-09,0.999571224922469,7
"77","fifteen","MXS","Trypsin","PEEC2015","live","PP",NA,"3",11445.2392454087,-27044.2934452172,118.132558169155,448.936411088847,2.22091499192537e-09,0.999467612075475,7
"78","fifteen","MXS","Trypsin","PEEC2015","live","VP",NA,"1",7012.74868047097,1760.67072675599,249.209369609561,239.820668546459,1.06127018955247e-06,0.99372536363592,7
"79","fifteen","MXS","Trypsin","PEEC2015","live","VP",NA,"2",6013.52057916611,1785.65437726237,146.097618046828,141.664833978521,1.59636783500105e-07,0.997057483752711,7
"80","fifteen","MXS","Trypsin","PEEC2015","live","VP",NA,"3",6202.3656927427,1762.64763700014,171.110978232387,166.520390972009,3.00864804527335e-07,0.996208933112911,7
"81","fifteen","UT","Arg-AP","PEEC2015","killed","AC",NA,"4",-11542.3828466091,66282.2203356942,7803.30456402034,6488.69265265584,0.235644709685332,0.421734911448245,5
"82","fifteen","UT","Arg-AP","PEEC2015","live","AC",NA,"1",11549.5577746077,84906.8948169282,4769.00682505667,3927.15799801924,0.0940176484004648,0.661594033675712,5
"83","fifteen","UT","Arg-AP","PEEC2015","live","AC",NA,"2",18767.4257990868,81807.6247146118,115.561621100105,95.4695671151364,5.14799627238113e-07,0.999886266162224,5
"84","fifteen","UT","Arg-AP","PEEC2015","live","AC",NA,"3",12543.5295846395,83376.2116477273,3676.98722221019,3042.63132441003,0.0421086503870823,0.795045310612837,5
"85","fifteen","UT","Gly-AP","PEEC2015","killed","AC",NA,"4",24806.8122270742,71142.031441048,15906.3199808054,13487.5839209082,0.216764621602849,0.447739389696719,5
"86","fifteen","UT","Gly-AP","PEEC2015","live","AC",NA,"1",11400.6678082192,68242.7414383561,6479.01235583417,5440.48462532267,0.176701473210852,0.507898195213834,5
"87","fifteen","UT","Gly-AP","PEEC2015","live","AC",NA,"2",5474.098173516,68789.3192541857,2313.59034828537,1942.74250886513,0.0988556300243762,0.651091764344094,5
"88","fifteen","UT","Gly-AP","PEEC2015","live","AC",NA,"3",25563.8969435737,72794.8981191222,6041.29957388241,5081.71897696464,0.0241487438288348,0.856499052332244,5
"89","fifteen","UT","Leu-AP","PEEC2015","killed","AC",NA,"4",-7291.93595342067,70128.4874332848,2331.49822255076,2009.16595350203,0.0521636283789762,0.765289923013802,5
"90","fifteen","UT","Leu-AP","PEEC2015","live","AC",NA,"1",43291.4873387019,60940.253905113,4154.82257452218,3534.58505345366,0.00188670575188448,0.973110461549694,5
"91","fifteen","UT","Leu-AP","PEEC2015","live","AC",NA,"2",21969.9819271378,79836.1461048226,7472.65694705679,6397.74656850945,0.060507777417199,0.742354178599209,5
"92","fifteen","UT","Leu-AP","PEEC2015","live","AC",NA,"3",18194.7193102773,78442.1002253355,7200.06673260376,6175.57017139205,0.0856474924094098,0.680369399772375,5
"93","fifteen","UT","Pyr-AP","PEEC2015","killed","AC",NA,"4",-4568.89581478184,87884.9532502226,5099.55027236259,4466.92013380124,0.43630456806992,0.211088965159714,5
"94","fifteen","UT","Pyr-AP","PEEC2015","live","AC",NA,"1",3444.77938266719,91241.6762465374,8431.42975970103,7291.27764256911,0.710273393342702,0.0527087417008754,5
"95","fifteen","UT","Pyr-AP","PEEC2015","live","AC",NA,"2",5186.51507805683,87502.732376612,9121.83235839046,7937.68320027084,0.609417711316799,0.0972790626720571,5
"96","fifteen","UT","Pyr-AP","PEEC2015","live","AC",NA,"3",7190.31968031967,82063.0989010989,6552.52893904867,5713.19737363467,0.352679337220986,0.286418389447959,5
"97","fifteen","UT","Trypsin","PEEC2015","killed","AC",NA,"4",7208.97602397604,134424.667982018,7104.46541605773,6294.34965395698,0.384964084189298,0.255516160753316,5
"98","fifteen","UT","Trypsin","PEEC2015","live","AC",NA,"1",50850.6574226705,129501.611315815,13491.2555172026,11928.301192919,0.0326846053733756,0.825647719713997,5
"99","fifteen","UT","Trypsin","PEEC2015","live","AC",NA,"2",43973.6957596125,138683.507166156,14847.8383904932,13132.85500225,0.059466438286008,0.745140882207434,5
"100","fifteen","UT","Trypsin","PEEC2015","live","AC",NA,"3",48771.3686313687,119577.273526473,1022.96447901822,906.31676522279,2.03174958900963e-05,0.998681926385112,5
"101","fifteen","UT2","Arg-AP","PEEC2015","killed","BS",NA,"4",-2837.80100937277,165712.255948089,494.402476730049,240.612967888465,0.109809915849662,0.970541442138383,3
"102","fifteen","UT2","Arg-AP","PEEC2015","killed","FP",NA,"4",3461.50458715596,156431.958715596,6372.69677236509,57488.1086116474,0.641452769392376,0.128556116576398,4
"103","fifteen","UT2","Arg-AP","PEEC2015","killed","TW",NA,"4",13.4937650404667,41051.5462699628,698.903578038424,344.31790551365,0.98634912739403,0.00018634632290459,4
"104","fifteen","UT2","Arg-AP","PEEC2015","killed","BB1",NA,"4",3788.99883503372,152059.83866982,465.621217713568,570.293599053872,0.000185082340283084,0.916919510732864,8
"105","fifteen","UT2","Arg-AP","PEEC2015","killed","BB2",NA,"4",10269.3075108439,25929.2186667681,2103.59465523649,11410.1239871675,0.0164335818188863,0.888192678534967,5
"106","fifteen","UT2","Arg-AP","PEEC2015","live","BS",NA,"1",126103.636363636,184433.333333333,2587.05406985068,1224.61989567742,0.0130586144961167,0.999579299484176,3
"107","fifteen","UT2","Arg-AP","PEEC2015","live","BS",NA,"2",129883.636363636,180787.333333333,947.904169233205,448.704307484984,0.0046460342494759,0.999946740527859,3
"108","fifteen","UT2","Arg-AP","PEEC2015","live","BS",NA,"3",135302.727272727,182224.287878788,2516.19744590463,1223.85028035444,0.0118377245811957,0.999654278680269,3
"109","fifteen","UT2","Arg-AP","PEEC2015","live","FP",NA,"1",78030.9996378126,-441609.713419053,11457.5435175809,102980.681157932,0.0208868910003458,0.958662480214969,4
"110","fifteen","UT2","Arg-AP","PEEC2015","live","FP",NA,"2",77290.4587155964,-435227.454128441,10354.4641414347,93235.4670482739,0.0174783253153419,0.965348841225145,4
"111","fifteen","UT2","Arg-AP","PEEC2015","live","FP",NA,"3",80238.4920198128,-460858.27407815,11532.3924674437,103937.897508986,0.0200384722537395,0.960324595862785,4
"112","fifteen","UT2","Arg-AP","PEEC2015","live","TW",NA,"1",12190.1729660474,32916.5579756566,187.521045839291,90.2165940769846,0.0002365517560019,0.99952695244473,4
"113","fifteen","UT2","Arg-AP","PEEC2015","live","TW",NA,"2",16211.2426035503,47820.2998027613,357.490040908666,173.632282744259,0.000485935509947948,0.999028365113424,4
"114","fifteen","UT2","Arg-AP","PEEC2015","live","TW",NA,"3",16483.6412078153,43139.0435168739,746.678575279557,364.417734686728,0.00204562900988126,0.995912926578284,4
"115","fifteen","UT2","Arg-AP","PEEC2015","live","BB1",NA,"1",578307.383898216,197679.061599664,10483.3133085353,12641.4033291891,2.38285253617747e-09,0.998032224855297,8
"116","fifteen","UT2","Arg-AP","PEEC2015","live","BB1",NA,"2",584367.487909062,178111.980689801,21674.2431150018,26251.2975020385,1.71980416376834e-07,0.991813522626648,8
"117","fifteen","UT2","Arg-AP","PEEC2015","live","BB1",NA,"3",562645.623968248,178101.732798286,12668.8715745075,15443.4127645927,8.72687791806849e-09,0.996967239504195,8
"118","fifteen","UT2","Arg-AP","PEEC2015","live","BB2",NA,"1",294872.660332542,-1200153.51504355,2695.51812162512,14550.9578760476,1.68408247779817e-06,0.999749372979646,5
"119","fifteen","UT2","Arg-AP","PEEC2015","live","BB2",NA,"2",290561.567283528,-1183883.33919732,8674.35946629581,46993.0527509632,5.84893515837503e-05,0.997333386311147,5
"120","fifteen","UT2","Arg-AP","PEEC2015","live","BB2",NA,"3",304962.443454421,-1244090.63839388,6332.70383983219,34307.2115881015,1.97163010089768e-05,0.998708050779953,5
"121","fifteen","UT2","Gly-AP","PEEC2015","killed","BS",NA,"4",-17502.6315789474,158691.289473684,9087.79710560749,4544.73993759992,0.304882779075116,0.787653252592947,3
"122","fifteen","UT2","Gly-AP","PEEC2015","killed","FP",NA,"4",1438.25031697157,174970.290889332,1049.65121720568,9495.37185939644,0.304152922641678,0.484203155068113,4
"123","fifteen","UT2","Gly-AP","PEEC2015","killed","TW",NA,"4",1115.87967183227,15177.2511394713,367.364766302949,186.165717485643,0.0934400119886505,0.821851011863138,4
"124","fifteen","UT2","Gly-AP","PEEC2015","killed","BB1",NA,"4",1186.67765320523,50978.3776505755,198.955905297845,247.017442223696,0.000994995238661536,0.855684478001277,8
"125","fifteen","UT2","Gly-AP","PEEC2015","killed","BB2",NA,"4",22467.7176148047,-18518.7827278959,1959.88222520692,10682.2770948019,0.00142466646278745,0.977681716848321,5
"126","fifteen","UT2","Gly-AP","PEEC2015","live","BS",NA,"1",42823.9726027396,135595.232876712,11069.2282637687,5387.10866174426,0.161030234256235,0.937371430184406,3
"127","fifteen","UT2","Gly-AP","PEEC2015","live","BS",NA,"2",42540,136935,2730.34190938587,1364.15934213853,0.0408041545026019,0.995897451531858,3
"128","fifteen","UT2","Gly-AP","PEEC2015","live","BS",NA,"3",49703.0136986301,137084,4104.24861223654,2052.50429395712,0.0524501647088304,0.993227475269119,3
"129","fifteen","UT2","Gly-AP","PEEC2015","live","FP",NA,"1",67450.1177322949,-328535.14390509,17563.7887816127,158593.788839096,0.0616068204310658,0.880581759461494,4
"130","fifteen","UT2","Gly-AP","PEEC2015","live","FP",NA,"2",59775.1926605504,-323895.237155963,15665.6506025936,141580.34864073,0.0623310429342879,0.8792230730447,4
"131","fifteen","UT2","Gly-AP","PEEC2015","live","FP",NA,"3",67278.6650969028,-378858.702499547,22355.811701485,202235.506275463,0.0949499901218623,0.819115520380417,4
"132","fifteen","UT2","Gly-AP","PEEC2015","live","TW",NA,"1",-7.07429322813804,15632.4181459566,977.884962997336,488.330920932251,0.994884658772818,2.61667158705197e-05,4
"133","fifteen","UT2","Gly-AP","PEEC2015","live","TW",NA,"2",5835.41091387246,19436.6429980276,389.435931276222,194.474415867201,0.00442424887973361,0.991171076218683,4
"134","fifteen","UT2","Gly-AP","PEEC2015","live","TW",NA,"3",3155.58750842508,28194.0235902044,4110.72848407821,2073.27067827223,0.522941328621491,0.227584975937428,4
"135","fifteen","UT2","Gly-AP","PEEC2015","live","BB1",NA,"1",51645.4855791295,62795.6998976241,271.962156814029,333.09967698108,1.43870177674966e-12,0.999833646776291,8
"136","fifteen","UT2","Gly-AP","PEEC2015","live","BB1",NA,"2",49472.2828397336,60332.698136602,297.618974647905,365.333268630342,3.19777749121024e-12,0.999782902767799,8
"137","fifteen","UT2","Gly-AP","PEEC2015","live","BB1",NA,"3",49887.7490407844,61079.2884752025,313.92886097395,387.329146877691,4.18848496131125e-12,0.999762467658363,8
"138","fifteen","UT2","Gly-AP","PEEC2015","live","BB2",NA,"1",104469.387708476,-372329.905871602,1987.16431849888,10798.1858135476,1.51579175807691e-05,0.998915724695026,5
"139","fifteen","UT2","Gly-AP","PEEC2015","live","BB2",NA,"2",115057.205190897,-413643.28794433,4559.23566876499,24792.7930474359,0.000136444455033092,0.995311469928924,5
"140","fifteen","UT2","Gly-AP","PEEC2015","live","BB2",NA,"3",105224.224311619,-374859.221625252,779.540948114554,4242.00497711563,8.96508772808892e-07,0.999835374861579,5
"141","fifteen","UT2","Leu-AP","PEEC2015","killed","BS",NA,"4",-83.1818181818385,144979.712121212,594.408345324786,313.071781771825,0.911485906425054,0.0192072100593948,3
"142","fifteen","UT2","Leu-AP","PEEC2015","killed","FP",NA,"4",1044.63588986764,139460.897846239,5581.01778088558,50600.9500252868,0.868790407495859,0.0172159571651027,4
"143","fifteen","UT2","Leu-AP","PEEC2015","killed","TW",NA,"4",-143.217866909754,27520.5045578851,238.685381734781,124.311324833518,0.609417925825676,0.152554356666317,4
"144","fifteen","UT2","Leu-AP","PEEC2015","killed","BB1",NA,"4",3647.29624838293,137502.483074601,1226.74317798928,1536.22067959434,0.0248558316844953,0.595677633185735,8
"145","fifteen","UT2","Leu-AP","PEEC2015","killed","BB2",NA,"4",7408.75255873636,18676.8980782744,2924.14991044772,15448.9319908895,0.126815075937572,0.762451911609908,4
"146","fifteen","UT2","Leu-AP","PEEC2015","live","BS",NA,"1",253974.545454545,194620.606060606,3853.02575101923,1976.87160606805,0.00965736236863092,0.999769896356503,3
"147","fifteen","UT2","Leu-AP","PEEC2015","live","BS",NA,"2",254146.005767844,187372.575342466,3218.57997903395,1653.38829103604,0.00806190958934748,0.999839641352278,3
"148","fifteen","UT2","Leu-AP","PEEC2015","live","BS",NA,"3",266342.727272727,187163.818181818,5999.19416076132,3159.74434053148,0.014337015958938,0.999492911374336,3
"149","fifteen","UT2","Leu-AP","PEEC2015","live","FP",NA,"1",208690.403669724,-1522570.72981651,17494.269489042,158397.625034023,0.00695405365395674,0.986140251554309,4
"150","fifteen","UT2","Leu-AP","PEEC2015","live","FP",NA,"2",214639.279116102,-1562763.81534142,14916.5778671362,135186.616183242,0.00479498854785978,0.990433014819455,4
"151","fifteen","UT2","Leu-AP","PEEC2015","live","FP",NA,"3",207579.172251404,-1507040.93243978,20068.3006597688,181875.875479401,0.00921756981615317,0.981649823961009,4
"152","fifteen","UT2","Leu-AP","PEEC2015","live","TW",NA,"1",8979.13400182316,37712.6180492252,4164.41851045492,2110.36014071637,0.163816294443439,0.699203189438301,4
"153","fifteen","UT2","Leu-AP","PEEC2015","live","TW",NA,"2",22197.0437956204,38077.0310218978,117.413428850999,60.3154154121415,2.79786681658596e-05,0.999944043446474,4
"154","fifteen","UT2","Leu-AP","PEEC2015","live","TW",NA,"3",22214.4102448888,37498.4455178612,692.46677658668,358.936034391612,0.000970277297731989,0.99806038684257,4
"155","fifteen","UT2","Leu-AP","PEEC2015","live","BB1",NA,"1",575504.928920084,163521.01065308,10718.7504009301,13329.4819088386,2.80223190117162e-09,0.997922990421108,8
"156","fifteen","UT2","Leu-AP","PEEC2015","live","BB1",NA,"2",579358.166031342,154490.145100946,11888.3859951585,14846.9367695877,5.00589509253468e-09,0.997479962750831,8
"157","fifteen","UT2","Leu-AP","PEEC2015","live","BB1",NA,"3",557569.557870124,152071.458709746,12413.0490214594,15535.9528393204,8.15445590570125e-09,0.997035028660793,8
"158","fifteen","UT2","Leu-AP","PEEC2015","live","BB2",NA,"1",617448.738670695,-2672658.38882175,21175.0337845975,115493.154239647,8.85736650193951e-05,0.99648408772047,5
